name,ingredients,diet,prep_time,cook_time,total_time,difficulty,flavor_profile,course,state,region,img_url,instructions
Sutar feni,"Maida, sugar, ghee",vegetarian,15,55,70,Hard,sweet,dessert,Maharashtra,West,https://www.crazymasalafood.com/wp-content/images/sutar-feni.jpg,"In a large mixing bowl, combine 2 cups of maida and 1 cup of sugar and mix well until the sugar is evenly distributed.
Add 1/4 cup of ghee to the maida-sugar mixture and mix until the mixture resembles coarse crumbs.
Gradually add more ghee to the mixture, 1 tablespoon at a time, until the mixture comes together to form a smooth dough.
Knead the dough for 5-7 minutes until it becomes smooth and pliable.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into small balls, about the size of a small lemon.
Roll out each ball into a thin circle, about 3-4 inches in diameter.
Heat a non-stick pan or griddle over medium heat and cook the sutar feni for 30 seconds on each side, until they are lightly browned and puffed up.
Remove the sutar feni from the pan and let them cool completely on a wire rack.
Store the sutar feni in an airtight container for up to 2 weeks."
Tandoori Chicken,"Greek yogurt, garam masala, kasuri methi, marinade, mustard oil",non vegetarian,240,30,270,Hard,spicy,main course,Punjab,North,https://i.ndtvimg.com/i/2015-01/625-tandoori-chicken_625x350_81420696757.jpg,"In a large bowl, whisk together 1/2 cup Greek yogurt, 2 teaspoons garam masala, 1 teaspoon kasuri methi, and 1 tablespoon marinade until smooth.
Add 1 1/2 pounds boneless, skinless chicken thighs to the marinade and mix until the chicken is well coated.
Cover the bowl with plastic wrap and refrigerate for at least 2 hours or overnight.
Preheat the oven to 400°F (200°C).
Remove the chicken from the marinade, letting any excess liquid drip off.
Place the chicken on a baking sheet lined with parchment paper and brush with 2 tablespoons mustard oil.
Bake the chicken for 20-25 minutes, or until it is cooked through and slightly charred.
Serve the Tandoori Chicken hot, garnished with fresh cilantro if desired."
Tandoori Fish Tikka,"Chickpea flour, biryani masala powder, yogurt, fish fillets, green bell pepper",non vegetarian,240,30,270,Hard,spicy,starter,Punjab,North,https://www.simplyrecipes.com/thmb/EBTnwYg3IFy1RcnrMDZsAhGZZ9M=/750x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/Simply-Recipes-Tandoori-Chicken-LEAD-01-7767f2892b824b24b65213f3ba28ff8c.jpg,"In a large bowl, mix together 1/2 cup chickpea flour, 1 teaspoon biryani masala powder, and 1/2 teaspoon salt.
Add 1/2 cup yogurt to the bowl and mix until the chickpea flour is well combined and the mixture is smooth.
Cut 4 fish fillets into 1-inch cubes and add them to the bowl, making sure they are well coated with the marinade.
Cover the bowl with plastic wrap and refrigerate for at least 30 minutes or up to 2 hours.
Preheat a grill or grill pan to medium-high heat.
Remove the fish cubes from the marinade, letting any excess liquid drip off.
Thread the fish cubes onto skewers, leaving a little space between each piece.
Brush the grill or grill pan with oil to prevent sticking.
Grill the fish skewers for 4-5 minutes per side, or until they are cooked through and slightly charred.
While the fish is grilling, slice 1 green bell pepper into large pieces and brush with oil.
Grill the bell pepper pieces for 2-3 minutes per side, or until they are slightly charred.
Serve the grilled fish skewers with the grilled bell pepper pieces and enjoy!"
Thalipeeth,"Whole wheat flour, rice flour, pearl millet flour, sorghum flour, sesame seeds",vegetarian,25,30,55,Hard,spicy,main course,Maharashtra,West,https://www.vegrecipesofindia.com/wp-content/uploads/2017/11/thalipeeth-recipe.jpg,"In a large mixing bowl, combine 1 cup whole wheat flour, 1/2 cup rice flour, 1/4 cup pearl millet flour, and 1/4 cup sorghum flour.
Add 1/2 teaspoon salt to the flour mixture and mix well.
Gradually add 1/2 cup lukewarm water to the flour mixture and mix until a soft dough forms.
Knead the dough for 5-7 minutes until it becomes smooth and pliable.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into 6-8 equal portions and shape each portion into a ball.
Roll out each ball into a thin circle of about 3-4 inches in diameter.
Sprinkle a few sesame seeds over the rolled-out dough, leaving a 1-inch border around the edges.
Fold the edges of the dough over the sesame seeds to form a square or triangle shape, and press the edges gently to seal.
Heat a non-stick pan or griddle over medium heat and cook the thalipeeth for 2-3 minutes on each side, until it is golden brown and crispy.
Serve the thalipeeth hot with your favorite accompaniment, such as chutney or raita."
Thayir sadam,"Urad dal, curd, sesame oil, ginger, curry leaves, mustard seeds",vegetarian,10,20,30,Medium,bitter,main course,Tamil Nadu,South,https://rakskitchen.net/wp-content/uploads/2012/06/7347478426_6a15046cb8_z.jpg,"Rinse 1 cup of urad dal and soak it in water for at least 4 hours or overnight.
Drain the water and grind the urad dal into a smooth paste using a grinder or blender.
Heat 1 teaspoon of sesame oil in a pan over medium heat.
Add 1 small piece of grated ginger and sauté for a few seconds until fragrant.
Add 1 sprig of curry leaves and sauté for another few seconds until they start to curl.
Add 1/2 teaspoon of mustard seeds and let them sizzle for a few seconds until they pop.
Remove the pan from the heat and let it cool slightly.
In a large bowl, mix together the urad dal paste, 1 cup of curd, and the cooled pan mixture until well combined.
Season with salt to taste, if desired.
Mix well and refrigerate for at least 30 minutes to allow the flavors to meld.
Serve the thayir sadam chilled."
Theeyal,"Coconut, whole red beans, masala, sesame oil, tamarind",vegetarian,15,20,35,Medium,sweet,main course,Kerala,South,https://www.vegrecipesofindia.com/wp-content/uploads/2017/10/ulli-theeyal-recipe-1.jpg,"Heat 2 tablespoons of sesame oil in a pan over medium heat.
Add 1 teaspoon of masala and sauté for 10 seconds until fragrant.
Add 1 cup of whole red beans and sauté for 2-3 minutes until they start to change color.
Add 1 cup of grated coconut and sauté for 5 minutes until it turns light brown, stirring frequently.
Add 2 tablespoons of tamarind paste and sauté for another minute, stirring well.
Add 1 cup of water to the pan and bring to a boil.
Reduce the heat to low and let it simmer for 10-15 minutes or until the beans are cooked and the sauce thickens.
Remove from heat and let it cool before serving."
Thepla,"Chickpea flour, methi leaves, jowar flour, wheat flour",vegetarian,15,30,45,Hard,spicy,snack,Gujarat,West,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/April-18/Jowar_Atta_Pyaz_Thepla_Jowar_Onion_Paratha-3.jpg,"In a large mixing bowl, combine 1 cup chickpea flour, 1/2 cup jowar flour, and 1/2 cup wheat flour.
Add 1/4 teaspoon salt and mix well.
Add 1/4 cup chopped fresh methi leaves and mix until the leaves are evenly distributed.
Gradually add 1/2 cup lukewarm water and mix until a soft dough forms.
Knead the dough for 5-7 minutes until it becomes smooth and pliable.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into 6-8 equal portions.
Roll out each portion into a thin circle, about 6-7 inches in diameter.
Heat a non-stick skillet or griddle over medium heat.
Place a thepla on the skillet and cook for 30-45 seconds or until bubbles appear on the surface.
Flip the thepla and cook for another 30-45 seconds or until it is golden brown.
Repeat with the remaining dough portions.
Serve the theplas hot with your favorite accompaniments."
Til Pitha,"Glutinous rice, black sesame seeds, gur",vegetarian,5,30,35,Medium,sweet,dessert,Assam,North East,https://www.crazymasalafood.com/wp-content/images/til-pitha.jpg,"Rinse the glutinous rice thoroughly and soak it in water for at least 4 hours or overnight.
Drain the water and grind the soaked rice into a fine paste using a grinder or blender.
In a large mixing bowl, combine the ground rice paste, 1/2 cup of water, and a pinch of salt; mix well until a smooth dough forms.
Knead the dough for 10-15 minutes until it becomes pliable and smooth.
Divide the dough into small balls, about the size of a small lemon.
Flatten each ball into a thin circle, about 3-4 inches in diameter.
Place a small spoonful of gur in the center of each circle.
Sprinkle a few black sesame seeds over the gur.
Fold the dough over the filling to form a half-moon shape, and press the edges together to seal the pitha.
Heat a non-stick pan or griddle over medium heat and cook the pithas for 2-3 minutes on each side, until they are golden brown.
Serve the Til Pitha warm or at room temperature."
Turiya Patra Vatana sabji,"Ridge gourd, baking soda, sugar, grated coconut, peas",vegetarian,35,40,75,Hard,spicy,main course,Gujarat,West,https://www.cookingcarnival.com/wp-content/uploads/2015/02/Turiya-patra-nu-shaak-1024x1536.webp,"Peel and chop the ridge gourd into small pieces and soak them in water with 1 teaspoon of baking soda for 10-15 minutes.
Drain the water and wash the ridge gourd pieces thoroughly to remove any bitterness.
Heat 2 tablespoons of oil in a pan over medium heat and sauté the ridge gourd pieces until they are tender and lightly browned.
Add 1 teaspoon of sugar to the pan and sauté for another minute, stirring constantly.
Add 1 cup of peas to the pan and sauté until they are tender and well combined with the ridge gourd.
Add 2 tablespoons of grated coconut to the pan and sauté for another minute, stirring constantly.
Season with salt to taste and mix well.
Serve the Turiya Patra Vatana sabji hot with roti or rice."
Undhiyu,"Sweet potato, surti papdi, baby potatoes, valor papdi, green peas",vegetarian,25,60,85,Hard,spicy,main course,Gujarat,West,https://www.vegrecipesofindia.com/wp-content/uploads/2015/04/undhiyu-recipe.jpg,"Heat 2 tablespoons of oil in a large pan over medium heat and add 1 teaspoon of cumin seeds, letting them sizzle for a few seconds.
Add 1 small onion, finely chopped, and sauté until it turns light brown, about 5 minutes.
Add 2 cloves of minced garlic and sauté for another minute, until fragrant.
Add 1 large sweet potato, peeled and diced, and sauté for about 5 minutes, until it starts to soften.
Add 1 cup of surti papdi, cleaned and chopped, and sauté for 2-3 minutes, until it starts to soften.
Add 1 cup of baby potatoes, peeled and halved, and sauté for another 2-3 minutes, until they start to soften.
Add 1 cup of valor papdi, cleaned and chopped, and sauté for 2-3 minutes, until it starts to soften.
Add 1 cup of green peas and sauté for 2 minutes, until they start to soften.
Add 1 teaspoon of grated ginger, 1 teaspoon of turmeric powder, 1 teaspoon of red chili powder, and salt to taste, and sauté for 1 minute, until the spices are well combined.
Add 1 cup of water and bring the mixture to a boil, then reduce the heat to low and let it simmer for 15-20 minutes, or until all the vegetables are cooked through.
Serve the undhiyu hot, garnished with chopped fresh cilantro, if desired."
Unni Appam,"Rice flour, banana, jaggery, coconut",vegetarian,10,20,30,Medium,sweet,dessert,Tamil Nadu,South,https://www.crazymasalafood.com/wp-content/images/unni-appam.jpg,"In a large mixing bowl, combine 1 cup of rice flour and 1/2 cup of grated coconut.
Mash 1 ripe banana and add it to the bowl, mixing well to combine.
Add 1/2 cup of powdered jaggery to the bowl and mix until a smooth dough forms.
Knead the dough for 5 minutes until it becomes soft and pliable.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into small balls, about the size of a small lemon.
Heat a non-stick pan or appam chatti over medium heat.
Place a dough ball in the pan and flatten it slightly to form a round shape.
Cook the appam for 2-3 minutes on the first side, or until the edges start to curl.
Flip the appam and cook for another 1-2 minutes, until it is golden brown.
Repeat with the remaining dough balls.
Serve the unni appam warm or at room temperature."
